#	2.9478756625350555E-7	Directed	graph	(each	unordered	pair	of	nodes	is	saved	once):	soc-Epinions1.txt
(each	4.4664782765682656E-7
10728	8.647101943436162E-6	1882
10729	3.036311932411106E-5	1440
1073	3.2033582199547595E-5	22
10730	3.635713317126568E-6	24761
10731	4.0385896576730244E-5	6084
10732	3.8715433701293714E-5	23536
10733	8.647101943436162E-6	18982
10734	2.5351730697801468E-5	11884
10735	1.0317564818872692E-5	5958
10736	1.0317564818872692E-5	1
10737	1.965250441690037E-6	143
10738	5.306176192563099E-6	9313
10739	2.9478756625350555E-7	446
1074	2.9478756625350555E-7	17173
10740	5.306176192563099E-6	33320
10741	1.965250441690037E-6	446
10742	6.97663906799963E-6	446
10743	8.647101943436162E-6	48631
10744	3.635713317126568E-6	989
10745	2.9478756625350555E-7	77
10746	5.306176192563099E-6	446
10747	6.97663906799963E-6	12390
10748	1.3658490569745754E-5	48638
10749	5.306176192563099E-6	48642
1075	6.63468549114553E-4	74937
10750	8.647101943436162E-6	20709
10751	1.965250441690037E-6	446
10752	2.9478756625350555E-7	446
10753	3.635713317126568E-6	446
10754	1.965250441690037E-6	788
10755	1.965250441690037E-6
10756	1.965250441690037E-6	447
10757	2.9478756625350555E-7	1423
10758	2.9478756625350555E-7	447
10759	2.9478756625350555E-7	81
1076	2.9478756625350555E-7	154
10760	2.2010804946928405E-5	1527
10761	3.635713317126568E-6	8851
10762	1.3658490569745754E-5	136
10763	2.2010804946928405E-5	48650
10764	3.635713317126568E-6	9738
10765	3.635713317126568E-6	448
10766	3.635713317126568E-6	1617
10767	2.9478756625350555E-7	448
10768	2.5351730697801468E-5	22792
10769	2.9478756625350555E-7	448
1077	5.876098820653209E-5	18
10770	2.9478756625350555E-7	448
10771	1.965250441690037E-6	14114
10772	4.5397285203039834E-5	11240
10773	2.9478756625350555E-7	448
10774	3.635713317126568E-6	2169
10775	4.87382109539129E-5	4045
10776	1.965250441690037E-6	15922
10777	2.9478756625350555E-7	28
10778	1.1988027694309222E-5	48677
10779	1.3658490569745754E-5	37480
1078	3.635713317126568E-6	563
10780	5.306176192563099E-6	20540
10781	3.635713317126568E-6	451
10782	5.306176192563099E-6	18
10783	2.9478756625350555E-7	449
10784	2.9478756625350555E-7	2860
10785	1.965250441690037E-6	30
10786	1.965250441690037E-6	449
10787	2.9478756625350555E-7	450
10788	2.9478756625350555E-7	450
10789	2.9478756625350555E-7	450
1079	2.9478756625350555E-7	3912
10790	1.965250441690037E-6	48682
10791	2.9478756625350555E-7	450
10792	1.8669879196055345E-5	725
10793	2.9478756625350555E-7	450
10794	8.647101943436162E-6	16244
10795	1.965250441690037E-6	8240
10796	6.97663906799963E-6	2479
10797	8.647101943436162E-6	7820
10798	2.9478756625350555E-7	450
10799	2.9478756625350555E-7	450
108	2.5420514463260713E-4	26
1080	1.965250441690037E-6	1574
10800	1.0317564818872692E-5	450
10801	8.647101943436162E-6	4329
10802	1.6999416320618815E-5	10259
10803	3.8715433701293714E-5	48692
10804	2.0340342071491875E-5	450
10805	2.9478756625350555E-7	450
10806	5.306176192563099E-6	18803
10807	3.635713317126568E-6	20347
10808	5.306176192563099E-6	450
10809	6.97663906799963E-6	450
1081	2.9478756625350555E-7	613
10810	2.9478756625350555E-7	10808
10811	1.965250441690037E-6	451
10812	8.647101943436162E-6	46
10813	1.965250441690037E-6	451
10814	1.1988027694309222E-5	48705
10815	5.306176192563099E-6	3954
10816	2.9478756625350555E-7	451
10817	1.965250441690037E-6	451
10818	3.635713317126568E-6	451
10819	1.1988027694309222E-5	136
1082	2.9478756625350555E-7	22
10820	5.37495995802225E-5	18360
10821	1.965250441690037E-6	451
10822	3.635713317126568E-6	19703
10823	1.965250441690037E-6	8734
10824	1.5328953445182282E-5	18
10825	5.306176192563099E-6	48719
10826	1.5328953445182282E-5	13353
10827	1.3658490569745754E-5	644
10828	1.965250441690037E-6	451
10829	5.306176192563099E-6	1179
1083	2.07432184120384E-4	6951
10830	2.9478756625350555E-7	7843
10831	1.965250441690037E-6	824
10832	1.6999416320618815E-5	48724
10833	2.9478756625350555E-7	1516
10834	2.9478756625350555E-7	4692
10835	2.9478756625350555E-7	451
10836	2.9478756625350555E-7	451
10837	2.9478756625350555E-7	48726
10838	3.036311932411106E-5	48728
10839	1.8669879196055345E-5	12318
1084	2.0340342071491875E-5	2328
10840	2.0340342071491875E-5	32086
10841	6.97663906799963E-6	48735
10842	1.5328953445182282E-5	13861
10843	1.965250441690037E-6	452
10844	3.635713317126568E-6	656
10845	2.0340342071491875E-5	5972
10846	1.8669879196055345E-5	48744
10847	1.6999416320618815E-5	1606
10848	1.965250441690037E-6	453
10849	4.87382109539129E-5	1620
1085	4.5397285203039834E-5	22
10850	1.965250441690037E-6	5414
10851	8.647101943436162E-6	2775
10852	1.0317564818872692E-5	453
10853	1.965250441690037E-6	453
10854	5.37495995802225E-5	9738
10855	6.711330258371474E-5	453
10856	2.869265644867453E-5	1207
10857	8.647101943436162E-6	48772
10858	3.7044970825857184E-5	388
10859	6.97663906799963E-6	2646
1086	1.6999416320618815E-5	1179
10860	2.2010804946928405E-5	453
10861	2.9478756625350555E-7	1885
10862	5.306176192563099E-6	1577
10863	1.965250441690037E-6	453
10864	2.9478756625350555E-7	453
10865	2.9478756625350555E-7	453
10866	1.965250441690037E-6	48778
10867	1.965250441690037E-6	3115
10868	1.965250441690037E-6	1719
10869	2.9478756625350555E-7	8122
1087	1.965250441690037E-6
10870	2.9478756625350555E-7	453
10871	2.9478756625350555E-7	3431
10872	1.965250441690037E-6	556
10873	2.9478756625350555E-7	453
10874	8.647101943436162E-6	48788
10875	2.9478756625350555E-7	454
10876	1.965250441690037E-6	454
10877	2.9478756625350555E-7	454
10878	2.9478756625350555E-7	454
10879	1.0317564818872692E-5	452
1088	3.635713317126568E-6	18
10880	2.9478756625350555E-7	454
10881	3.7044970825857184E-5	143
10882	1.965250441690037E-6
10883	2.3681267822364935E-5	1580
10884	5.306176192563099E-6
10885	1.965250441690037E-6
10886	1.6999416320618815E-5	48806
10887	1.965250441690037E-6
10888	1.965250441690037E-6
10889	2.9478756625350555E-7	457
1089	3.635713317126568E-6	9356
10890	1.965250441690037E-6
10891	1.0317564818872692E-5	48807
10892	1.0317564818872692E-5	18
10893	3.635713317126568E-6	4876
10894	6.97663906799963E-6	768
10895	4.2056359452166774E-5	3479
10896	3.635713317126568E-6
10897	8.647101943436162E-6	3505
10898	3.036311932411106E-5	48817
10899	8.647101943436162E-6	2375
109	2.3415959012736866E-4	0
1090	1.1988027694309222E-5	2338
10900	6.97663906799963E-6	8568
10901	3.635713317126568E-6	8132
10902	1.965250441690037E-6
10903	1.1988027694309222E-5	8132
10904	2.3681267822364935E-5	1129
10905	2.869265644867453E-5	5431
10906	1.965250441690037E-6	8132
10907	1.3658490569745754E-5	44822
10908	2.3681267822364935E-5	14580
10909	8.647101943436162E-6
1091	5.306176192563099E-6	374
10910	3.635713317126568E-6	48830
10911	1.1988027694309222E-5	883
10912	6.043145108196862E-5	790
10913	1.0317564818872692E-5	1829
10914	1.8669879196055345E-5	7248
10915	3.7044970825857184E-5	1903
10916	1.3658490569745754E-5	2635
10917	1.965250441690037E-6
10918	2.9478756625350555E-7	7971
10919	2.9478756625350555E-7	459
1092	2.9478756625350555E-7	663
10920	2.9478756625350555E-7	10903
10921	2.9478756625350555E-7	10903
10922	2.9478756625350555E-7	10903
10923	2.9478756625350555E-7	459
10924	2.9478756625350555E-7	460
10925	2.9478756625350555E-7	460
10926	3.5374507950420654E-5	7928
10927	2.9478756625350555E-7	463
10928	2.9478756625350555E-7	48852
10929	2.9478756625350555E-7	463
1093	1.8669879196055345E-5	3836
10930	1.965250441690037E-6	463
10931	1.0317564818872692E-5
10932	3.635713317126568E-6	48853
10933	5.306176192563099E-6
10934	1.0317564818872692E-5	965
10935	5.306176192563099E-6	3458
10936	6.97663906799963E-6	2865
10937	1.0219302296788187E-4	1752
10938	4.2056359452166774E-5	6420
10939	9.885209721700881E-5	11240
1094	2.0340342071491875E-5	2998
10940	3.635713317126568E-6	672
10941	1.965250441690037E-6	7310
10942	3.635713317126568E-6
10943	6.97663906799963E-6
10944	1.0317564818872692E-5	48863
10945	3.635713317126568E-6	27027
10946	2.9478756625350555E-7	468
10947	1.0317564818872692E-5	6669
10948	1.965250441690037E-6	11763
10949	4.2056359452166774E-5	4055
10950	1.3658490569745754E-5	2226
10951	5.709052533109556E-5	16334
10952	2.9478756625350555E-7	802
10953	1.965250441690037E-6	952
10954	2.9478756625350555E-7	469
10955	3.635713317126568E-6
10956	2.7022193573238E-5	6698
10957	2.9478756625350555E-7	118
10958	2.9478756625350555E-7	470
10959	2.9478756625350555E-7	470
10960	3.635713317126568E-6	581
10961	1.965250441690037E-6	31648
10962	3.635713317126568E-6	8951
10963	1.965250441690037E-6	473
10964	9.551117146613575E-5	48892
10965	3.635713317126568E-6	1694
10966	1.965250441690037E-6	473
10967	1.0317564818872692E-5	1315
10968	2.9478756625350555E-7	475
10969	2.9478756625350555E-7	475
1097	2.9478756625350555E-7	1024
10970	2.5351730697801468E-5	4617
10971	2.9478756625350555E-7	3431
10972	1.0317564818872692E-5	7687
10973	1.965250441690037E-6
10974	1.5328953445182282E-5	1401
10975	5.37495995802225E-5	18346
10976	2.0340342071491875E-5	3434
10977	4.0385896576730244E-5	48917
10978	1.3658490569745754E-5	1902
10979	4.87382109539129E-5	3935
1098	2.3681267822364935E-5	18
10980	5.207913670478596E-5	14438
10981	5.306176192563099E-6	1029
10982	5.040867382934943E-5	48943
10983	5.207913670478596E-5	14430
10984	1.965250441690037E-6
10985	5.306176192563099E-6	483
10986	5.306176192563099E-6	483
10987	2.9478756625350555E-7	483
10988	8.647101943436162E-6	484
10989	1.965250441690037E-6	484
1099	1.0317564818872692E-5	22
10990	1.965250441690037E-6	4426
10991	5.306176192563099E-6	1029
10992	8.647101943436162E-6	1749
10993	6.97663906799963E-6	18396
10994	3.635713317126568E-6	418
10995	2.9478756625350555E-7	485
10996	1.965250441690037E-6	485
10997	1.3658490569745754E-5	59
10998	3.635713317126568E-6	24854
10999	6.97663906799963E-6	1016
11	2.2079588712387631E-4	783
110	3.5777384290967276E-4	85
1100	2.9478756625350555E-7	3852
11000	6.97663906799963E-6	11001
11001	1.8669879196055345E-5	486
11002	3.3704045074984125E-5	1892
11003	3.635713317126568E-6	48961
11004	6.97663906799963E-6
11005	1.0317564818872692E-5
11006	5.306176192563099E-6	48963
11007	5.306176192563099E-6	735
11008	1.5328953445182282E-5	1400
11009	8.647101943436162E-6	28958
1101	3.635713317126568E-6	394
11010	1.1988027694309222E-5	726
11011	1.965250441690037E-6
11012	3.635713317126568E-6	854
11013	1.965250441690037E-6
11014	6.97663906799963E-6
11015	1.965250441690037E-6
11016	1.965250441690037E-6
11017	1.965250441690037E-6
11018	5.306176192563099E-6	33238
11019	1.965250441690037E-6	490
1102	9.049978283982615E-5	175
11020	1.965250441690037E-6
11021	1.3658490569745754E-5	24246
11022	5.040867382934943E-5	3659
11023	2.0340342071491875E-5	1129
11024	6.97663906799963E-6	48983
11025	3.635713317126568E-6	48984
11026	1.965250441690037E-6	40821
11027	1.965250441690037E-6	3428
11028	1.965250441690037E-6
11029	1.965250441690037E-6
1103	3.2033582199547595E-5	1903
11030	3.635713317126568E-6
11031	3.635713317126568E-6	492
11032	3.635713317126568E-6
11033	1.965250441690037E-6
11034	3.635713317126568E-6	48986
11035	3.635713317126568E-6
11036	1.965250441690037E-6
11037	1.965250441690037E-6
11038	1.965250441690037E-6
11039	3.635713317126568E-6
1104	1.5328953445182282E-5	3632
11040	1.965250441690037E-6
11041	1.965250441690037E-6	492
11042	1.965250441690037E-6
11043	1.965250441690037E-6	2224
11044	1.965250441690037E-6
11045	6.97663906799963E-6	3540
11046	1.965250441690037E-6
11047	1.965250441690037E-6
11048	1.965250441690037E-6	776
11049	1.965250441690037E-6
1105	4.3726822327603304E-5	22
11050	1.965250441690037E-6
11051	5.306176192563099E-6
11052	3.2033582199547595E-5	22587
11053	5.306176192563099E-6
11054	2.0340342071491875E-5	16401
11055	3.635713317126568E-6
11056	1.965250441690037E-6
11057	8.647101943436162E-6	634
11058	8.647101943436162E-6	645
11059	3.635713317126568E-6
1106	1.4896598348010503E-4	2512
11060	1.965250441690037E-6	545
11061	6.97663906799963E-6	49001
11062	3.635713317126568E-6
11063	1.3658490569745754E-5	492
11064	1.965250441690037E-6	49010
11065	5.306176192563099E-6	13650
11066	1.965250441690037E-6	645
11067	3.635713317126568E-6	776
11068	5.306176192563099E-6	4070
11069	3.635713317126568E-6	3502
1107	3.2033582199547595E-5	1173
11070	5.306176192563099E-6	492
11071	1.965250441690037E-6	492
11072	1.5328953445182282E-5	5331
11073	1.965250441690037E-6	4616
11074	6.97663906799963E-6	12795
11075	2.0340342071491875E-5	12215
11076	1.965250441690037E-6
11077	8.647101943436162E-6	5177
11078	8.647101943436162E-6	6470
11079	1.965250441690037E-6
1108	3.393987512798708E-4	111
11080	2.9478756625350555E-7	493
11081	6.97663906799963E-6	19779
11082	2.9478756625350555E-7	494
11083	5.306176192563099E-6	7716
11084	1.965250441690037E-6	1111
11085	3.635713317126568E-6	7161
11086	3.635713317126568E-6	645
11087	2.9478756625350555E-7	497
11088	2.9478756625350555E-7	497
11089	3.635713317126568E-6	18
1109	5.709052533109556E-5	5784
11090	1.965250441690037E-6
11091	1.965250441690037E-6
11092	1.2056811459768382E-4	20676
11093	3.8715433701293714E-5	3420
11094	2.5351730697801468E-5	1576
11095	1.965250441690037E-6
11096	3.635713317126568E-6	49043
11097	5.876098820653209E-5	19358
11098	1.6999416320618815E-5	9362
11099	1.8669879196055345E-5	18792
111	2.508642188817341E-4	1642
1110	7.379515408546086E-5	65
11100	1.0317564818872692E-5	49056
11101	4.5397285203039834E-5	2163
11102	1.6999416320618815E-5	20434
11103	5.306176192563099E-6	49061
11104	8.647101943436162E-6	4486
11105	1.0317564818872692E-5	34281
11106	1.965250441690037E-6
11107	5.207913670478596E-5	499
11108	5.306176192563099E-6	49065
11109	2.9478756625350555E-7	502
1111	5.298315190796334E-4	1
11110	1.965250441690037E-6	503
11111	2.7022193573238E-5	987
11112	1.965250441690037E-6
11113	1.965250441690037E-6
11114	2.0340342071491875E-5	8363
11115	1.965250441690037E-6
11116	6.97663906799963E-6	3403
11117	5.306176192563099E-6	805
11118	1.965250441690037E-6
11119	6.97663906799963E-6	508
1112	1.1722718884681073E-4	17297
11120	3.635713317126568E-6	13509
11121	8.647101943436162E-6	18778
11122	2.9478756625350555E-7	5054
11123	1.965250441690037E-6	9689
11124	8.647101943436162E-6	7993
11125	2.9478756625350555E-7	508
11126	2.3681267822364935E-5	71399
11127	2.9478756625350555E-7	508
11128	2.9478756625350555E-7	508
11129	2.9478756625350555E-7	508
1113	2.9478756625350555E-7	6868
11130	5.306176192563099E-6	5811
11131	2.9478756625350555E-7	508
11132	2.9478756625350555E-7	508
11133	2.9478756625350555E-7	508
11134	3.635713317126568E-6	10029
11135	1.965250441690037E-6	510
11136	5.306176192563099E-6	1908
11137	5.306176192563099E-6	25649
11138	1.6999416320618815E-5	1128
11139	3.635713317126568E-6	510
1114	4.87382109539129E-5	16
11140	1.965250441690037E-6
11141	2.9478756625350555E-7	511
11142	2.2010804946928405E-5	1497
11143	3.8715433701293714E-5	31764
11144	8.647101943436162E-6	49098
11145	1.965250441690037E-6
11146	1.6999416320618815E-5	49101
11147	1.1988027694309222E-5	9324
11148	2.9478756625350555E-7	513
11149	1.965250441690037E-6	515
1115	1.965250441690037E-6	7
11150	6.97663906799963E-6	515
11151	1.0317564818872692E-5	515
11152	1.0317564818872692E-5	11154
11153	3.635713317126568E-6	515
11154	1.0317564818872692E-5	11156
11155	1.0317564818872692E-5	11151
11156	1.0317564818872692E-5	11151
11157	6.97663906799963E-6	24608
11158	6.210191395740514E-5	11228
11159	2.9478756625350555E-7	514
1116	3.635713317126568E-6	11619
11160	2.9478756625350555E-7	516
11161	1.2724996609943E-4	49111
11162	5.040867382934943E-5	21376
11163	5.37495995802225E-5	19745
11164	9.885209721700881E-5	4544
11165	2.2010804946928405E-5	6605
11166	2.7022193573238E-5	3282
11167	2.7022193573238E-5	49123
11168	2.9478756625350555E-7	516
11169	2.3681267822364935E-5	6605
1117	1.965250441690037E-6	2988
11170	2.2010804946928405E-5	11163
11171	1.3658490569745754E-5	5758
11172	8.647101943436162E-6	11170
11173	2.9478756625350555E-7	516
11174	2.9478756625350555E-7	516
11175	1.5328953445182282E-5	860
11176	2.9478756625350555E-7	516
11177	1.1988027694309222E-5	13960
11178	4.5397285203039834E-5	2243
11179	6.97663906799963E-6	1576
1118	1.5328953445182282E-5	295
11180	4.87382109539129E-5	90
11181	2.9478756625350555E-7	11845
11182	3.635713317126568E-6	7695
11183	2.2010804946928405E-5	49153
11184	3.8715433701293714E-5	9605
11185	1.1988027694309222E-5	4161
11186	1.965250441690037E-6
11187	2.3681267822364935E-5	843
11188	1.389432062274858E-4	3502
11189	6.97663906799963E-6	49174
1119	5.37495995802225E-5	1587
11190	1.1054533734506455E-4	3249
11191	2.7022193573238E-5	49189
11192	2.869265644867453E-5	49193
11193	1.3658490569745754E-5	2647
11194	2.2010804946928405E-5	14549
11195	2.869265644867453E-5	49197
11196	1.8669879196055345E-5	49200
11197	3.635713317126568E-6	49204
11198	4.3726822327603304E-5	49206
11199	5.306176192563099E-6	11201
112	5.615703137129268E-4	793
1120	1.0887487446962802E-4	376
11200	1.1988027694309222E-5	12307
11201	2.0075033261863782E-4	11199
11202	5.37495995802225E-5	27078
11203	1.5328953445182282E-5	519
11204	2.9478756625350555E-7	519
11205	2.5351730697801468E-5	828
11206	3.635713317126568E-6	9087
11207	5.306176192563099E-6	1857
11208	1.0317564818872692E-5
11209	2.9478756625350555E-7	521
1121	1.1988027694309222E-5	8
11210	5.306176192563099E-6	3716
11211	1.965250441690037E-6	49242
11212	1.965250441690037E-6	1268
11213	3.5374507950420654E-5	13243
11214	1.965250441690037E-6	7329
11215	5.306176192563099E-6	7329
11216	1.965250441690037E-6	11958
11217	2.2010804946928405E-5	31984
11218	1.965250441690037E-6	3599
11219	5.306176192563099E-6	11494
1122	2.869265644867453E-5	8
11220	8.647101943436162E-6	3570
11221	2.9478756625350555E-7	525
11222	1.3658490569745754E-5	15457
11223	6.97663906799963E-6
11224	1.1054533734506455E-4	49259
11225	1.7903431523796278E-4	4931
11226	6.711330258371474E-5	27618
11227	2.5351730697801468E-5	22144
11228	1.6567061223447045E-4	6154
11229	1.5328953445182282E-5	780
1123	5.207913670478596E-5	998
11230	4.7067748078476364E-5	25935
11231	5.709052533109556E-5	1368
11232	1.0317564818872692E-5	3936
11233	6.97663906799963E-6	28261
11234	2.2010804946928405E-5	5050
11235	6.711330258371474E-5	737
11236	3.7044970825857184E-5	49321
11237	3.5374507950420654E-5	3892
11238	4.0385896576730244E-5	918
11239	4.0385896576730244E-5	15655
1124	5.37495995802225E-5	998
11240	3.4273967703074386E-4	4282
11241	9.384070859069921E-5	699
11242	3.5374507950420654E-5	49371
11243	9.718163434157229E-5	3892
11244	1.965250441690037E-6
11245	1.0317564818872692E-5	44
11246	8.381793133808004E-5	49384
11247	3.7044970825857184E-5	4963
11248	1.1988027694309222E-5	6430
11249	4.0385896576730244E-5	25940
1125	2.0340342071491875E-5	716
11250	2.9478756625350555E-7	526
11251	1.965250441690037E-6	527
11252	4.2056359452166774E-5	4611
11253	1.5328953445182282E-5	5144
11254	3.635713317126568E-6	11948
11255	1.965250441690037E-6
11256	8.647101943436162E-6	49390
11257	2.5351730697801468E-5	6830
11258	6.97663906799963E-6	702
11259	2.0340342071491875E-5	1446
1126	8.214746846264351E-5	8
11260	1.5328953445182282E-5	13040
11261	2.0340342071491875E-5	6040
11262	3.5374507950420654E-5	14879
11263	6.97663906799963E-6	2364
11264	2.9478756625350555E-7	702
11265	2.9478756625350555E-7	530
11266	2.9478756625350555E-7	530
11267	3.635713317126568E-6	27673
11268	2.9478756625350555E-7	530
11269	6.97663906799963E-6	7940
1127	3.3704045074984125E-5	2456
11270	6.97663906799963E-6	49400
11271	3.8715433701293714E-5	18246
